kml,distance,centroid_long,centroid_lat
kml_396,0.090975863,114.2550848,22.32323781
kml_397,0.069375404,114.2608037,22.32302138
kml_398,0.013502528,114.2602068,22.32296292
kml_399,0.042128421,114.2601086,22.32310246
kml_400,0.103979462,114.258209,22.32523291
kml_401,0.263257985,114.2590339,22.32470587
kml_402,0.094194176,114.2590048,22.32593811
kml_403,0.128651356,114.257475,22.32654043
kml_404,0.493640645,114.2521348,22.3247158
kml_405,0.355197658,114.2526779,22.32639193
kml_406,0.149497129,114.2511402,22.32680132
kml_407,0.17847478,114.2561696,22.32695405
kml_408,0.320270618,114.1730963,22.36347378
kml_409,0.130617459,114.1752076,22.36547439
kml_410,0.003513971,114.1757236,22.36715894
kml_411,0.036892022,114.1759295,22.36720869
kml_412,0.12349767,114.1752601,22.36725962
kml_413,0.26144948,114.1764514,22.36776657
kml_414,0.157503147,114.1806584,22.36840503
kml_415,0.475007245,114.1831981,22.36931174
kml_416,0.149399841,114.178577,22.36885752
kml_417,0.07271146,114.1795443,22.36923993
kml_418,0.117357368,114.1795886,22.37019473
kml_419,0.155327079,114.1823771,22.37144699
kml_420,0.165782849,114.1779779,22.37213111
kml_421,0.077156271,114.1791033,22.37196463
kml_422,0.14446747,114.1803961,22.37225087
kml_423,0.050565452,114.1818369,22.37239464
kml_424,0.022809401,114.1820005,22.3726826
kml_425,0.170483448,114.1862851,22.37269259
kml_426,0.281090342,114.183506,22.37414335
kml_427,0.078154106,114.1771447,22.37318344
kml_428,0.038970921,114.182145,22.37378349
kml_429,0.005063143,114.1822052,22.37385372
kml_430,0.006598255,114.1822253,22.37388159
kml_431,0.17512352,114.1814547,22.37394082
kml_432,0.007118072,114.1822391,22.37385338
kml_433,0.190171597,114.1832417,22.37443458
kml_434,0.156433544,114.1904332,22.37450213
kml_435,0.028183117,114.1806841,22.37444463
kml_436,0.038803539,114.1772173,22.37447051
kml_437,0.11131247,114.1758444,22.37493545
kml_438,0.171054811,114.1799033,22.3743512
kml_439,0.034399355,114.1803492,22.37473617
kml_440,0.052755088,114.18105,22.37457216
kml_441,0.599210251,114.1832607,22.37542583
kml_442,0.030114643,114.1803586,22.37464006
kml_443,0.014142211,114.1804807,22.37478498
kml_444,0.055660555,114.1839576,22.37481614
kml_445,0.288731339,114.1797553,22.37599423
kml_446,0.055252594,114.1809678,22.37482034
kml_447,0.059019075,114.1846932,22.37512112
kml_448,0.037550756,114.1807089,22.37503279
kml_449,0.009118358,114.1808131,22.37505116
kml_450,0.00126087,114.180793,22.37509279
kml_451,0.049411508,114.1809826,22.37522186
kml_452,0.065707124,114.1851745,22.37508422
kml_453,0.19982279,114.185689,22.37553278
kml_454,0.055229203,114.1811531,22.37526576
kml_455,0.321851392,114.1820988,22.3762098
kml_456,0.106554155,114.1889866,22.37582604
kml_457,0.069222176,114.175264,22.37601083
kml_458,0.041466856,114.1868898,22.37602581
kml_459,0.133334663,114.190803,22.37761496
kml_460,0.121438604,114.1931681,22.37622346
kml_461,0.228125048,114.1929018,22.37731479
kml_462,0.077399799,114.176441,22.37691135
kml_463,0.008922322,114.179878,22.37683475
kml_464,0.107883677,114.1807012,22.37700695
kml_465,0.067693244,114.1787013,22.37714987
kml_466,0.191972389,114.1947678,22.37735317
kml_467,0.062478673,114.1798129,22.37720434
kml_468,0.088172112,114.1866039,22.37770647
kml_469,0.268596284,114.1880757,22.3776811
kml_470,0.762398038,114.1711704,22.37715922
kml_471,0.075913775,114.1818027,22.37773735
kml_472,0.139016056,114.1725076,22.37785821
kml_473,0.055874362,114.1822834,22.37768372
kml_474,0.16692641,114.1806227,22.37770087
kml_475,0.011001926,114.1827245,22.3777937
kml_476,0.012888573,114.1826853,22.37787252
kml_477,0.05405466,114.179672,22.37804878
kml_478,0.213570896,114.1918935,22.3787055
kml_479,0.377657993,114.2027761,22.37830111
kml_480,0.034907565,114.1732389,22.37810834
kml_481,0.089689897,114.1737358,22.37846857
kml_482,0.013348032,114.1792971,22.37820568
kml_483,0.791519968,114.176367,22.37984638
kml_484,0.093442646,114.2004347,22.37813558
kml_485,0.275835304,114.2004704,22.37967129
kml_486,0.131780158,114.1849536,22.37845364
kml_487,0.070335127,114.1994114,22.3784366
kml_488,0.045121066,114.1959678,22.37820363
kml_489,0.008274084,114.1991438,22.37855036
kml_490,0.180712199,114.1983793,22.37875343
kml_491,0.522099504,114.1866722,22.38016092
kml_492,0.003729704,114.1736961,22.3788054
kml_493,0.080237989,114.1736097,22.37907924
kml_494,0.163275773,114.1954659,22.37973811
kml_495,0.012752458,114.1735895,22.37971749
kml_496,0.003757452,114.1736173,22.37974638
kml_497,0.17421327,114.2039065,22.38001705
kml_498,0.005596869,114.1935436,22.380425
kml_499,0.041928234,114.1936648,22.38063122
kml_500,0.077561067,114.2011276,22.38064116
kml_501,0.225026298,114.1912883,22.38062231
kml_502,0.045714151,114.2006093,22.38077068
kml_503,0.240702829,114.2010723,22.38159868
kml_504,0.043047467,114.2070949,22.38100087
kml_505,0.008133144,114.1938787,22.38078411
kml_506,0.164681379,114.1956256,22.38261527
kml_507,0.103741393,114.2000939,22.3807933
kml_508,0.236530355,114.2007958,22.38208447
kml_509,0.019608545,114.203233,22.38088657
kml_510,0.069131024,114.2029454,22.38126751
kml_511,0.214442016,114.2061352,22.38188528
kml_512,0.090673411,114.2020696,22.38116106
kml_513,0.092632598,114.1921246,22.38143965
kml_514,0.040183333,114.2027701,22.38194038
kml_515,0.069002789,114.2031716,22.38230911
kml_516,0.109247913,114.1929362,22.38223902
kml_517,0.155609774,114.2138925,22.3827131
kml_518,0.321968431,114.2044571,22.38353117
kml_519,0.03771082,114.2012097,22.38284678
kml_520,0.002261113,114.2013968,22.38281074
kml_521,0.149345161,114.2017885,22.38251244
kml_522,0.5285143,114.2014861,22.38606175
kml_523,0.040579222,114.204793,22.38312504
kml_524,0.193214321,114.2097458,22.38364819
kml_525,0.150167217,114.1902993,22.38398239
kml_526,0.087706481,114.1896779,22.38414191
kml_527,0.662262945,114.1948628,22.38969937
kml_528,0.225045735,114.194506,22.38388007
kml_529,0.115831941,114.2060766,22.38507525
kml_530,0.201599376,114.2089227,22.38457974
kml_531,0.118289734,114.2079134,22.38655643
kml_532,0.432528704,114.2011909,22.38502524
kml_533,0.003771848,114.206872,22.38648681
kml_534,0.396058952,114.2056416,22.38765721
kml_535,0.253413196,114.2089062,22.38742291
kml_536,0.006446739,114.199923,22.38704008
kml_537,0.11699714,114.2014272,22.38856549
kml_538,0.463551992,114.1971374,22.38668678
kml_539,0.191339692,114.1989101,22.38802168
kml_540,0.033496239,114.1987643,22.38843544
kml_541,0.01476169,114.1985365,22.38878807
kml_542,0.737868049,114.209497,22.39241043
kml_543,0.343334254,114.2043709,22.39131607
kml_544,0.17598365,114.1967034,22.39270629
kml_545,0.081902633,114.2077831,22.39102776
kml_546,0.140314653,114.2003748,22.39025832
kml_547,1.751303689,114.2062321,22.39635028
kml_548,0.020325585,114.2073193,22.39141753
kml_549,0.04465235,114.2057881,22.39245167
kml_550,0.57462421,114.2069885,22.39440101
kml_551,0.187968046,114.1970529,22.39462224
kml_552,0.462675151,114.1997875,22.39785332
kml_553,0.487699595,114.2103102,22.39695629
kml_554,0.014460758,114.2002564,22.39932998
kml_555,0.297752227,114.2030357,22.40257825
kml_556,0.385265982,114.2135841,22.40121584
kml_557,0.402993383,114.2105066,22.40523187
kml_558,0.588348891,114.2173832,22.40501778
kml_559,0.204839028,114.2196398,22.4040586
kml_560,0.030907758,114.2208382,22.4048015
kml_561,0.093841919,114.221185,22.40510126
kml_562,0.173832147,114.2203329,22.40534665
kml_563,0.109810643,114.2220256,22.40599004
kml_564,0.079734209,114.2192666,22.40635087
kml_565,0.285375633,114.2208879,22.40666846
kml_566,0.213611904,114.2230715,22.40746622
kml_567,0.734268244,114.220451,22.40895252
kml_568,0.525003209,114.2111219,22.40988234
kml_569,0.153517373,114.213195,22.40959353
kml_570,0.450230014,114.2258507,22.41189947
kml_571,0.012398473,114.2128567,22.41003517
kml_572,0.016503841,114.2128102,22.41014986
kml_573,0.024443347,114.2127643,22.41013936
kml_574,0.024329504,114.2129276,22.41039506
kml_575,0.025171849,114.2129443,22.41035762
kml_576,0.273776304,114.2135227,22.41124974
kml_577,0.091924239,114.2232448,22.41091543
kml_578,0.033652145,114.2233777,22.41162117
kml_579,0.110570148,114.2102987,22.41227268
kml_580,0.10720389,114.2103627,22.41229099
kml_581,0.052470503,114.223356,22.41201705
kml_582,0.013396204,114.2235016,22.41240671
kml_583,0.037794891,114.2219413,22.41283353
kml_584,0.082182176,114.2232092,22.41253561
kml_585,0.31457004,114.2239442,22.41357619
kml_586,0.081367807,114.2144011,22.41436561
kml_587,0.030321563,114.2219935,22.41310731
kml_588,0.215388168,114.2222789,22.41407426
kml_589,0.059922077,114.2283135,22.41455138
kml_590,0.298430771,114.2272546,22.41527896
kml_591,0.213700413,114.2290543,22.41510822
kml_592,0.04895449,114.2257867,22.41504121
kml_593,0.07312962,114.2139734,22.41630842
kml_594,0.150671945,114.2251784,22.41681942
kml_595,0.064252541,114.2318799,22.41717592
kml_596,0.189829747,114.2308638,22.41692873
kml_597,0.031829067,114.2312999,22.41727326
kml_598,0.003956519,114.2311488,22.41735146
kml_599,0.020307913,114.2311991,22.41743739
kml_600,0.219683807,114.2302963,22.41781398
kml_601,0.085214744,114.2294869,22.41950482
kml_602,0.45600175,114.2135422,22.42093114
kml_603,0.421634181,114.2272397,22.41873353
kml_604,0.255109289,114.2250685,22.42005696
kml_605,0.15696763,114.2266142,22.42047978
kml_606,0.261606631,114.2305303,22.42167251
kml_607,0.630456495,114.223203,22.41752527
kml_608,0.578309061,114.2250547,22.42305969
kml_609,0.15796458,114.2271892,22.4220728
kml_610,0.147541157,114.2314389,22.42224279
kml_611,0.2065686,114.2326933,22.42238775
kml_612,0.140356288,114.2303534,22.42290018
