kml,distance,centroid_long,centroid_lat
kml_613,0.149139571,114.2281398,22.42350095
kml_614,0.064311635,114.2296213,22.42352629
kml_615,0.1570647,114.233876,22.4239755
kml_616,0.467073568,114.2120173,22.42757904
kml_617,0.015605074,114.2294464,22.42375455
kml_618,0.014433935,114.228514,22.42382291
kml_619,0.181056181,114.2307979,22.42424138
kml_620,0.163979632,114.2322996,22.42465964
kml_621,0.289993366,114.2277588,22.42445114
kml_622,0.954173879,114.229671,22.42719846
kml_623,0.132575928,114.2356141,22.4251774
kml_624,0.444034468,114.2023119,22.42826287
kml_625,0.166366739,114.2088609,22.42921873
kml_626,0.103010315,114.2418161,22.42899148
kml_627,0.311273147,114.2468954,22.42937188
kml_628,0.015961412,114.242535,22.42966749
kml_629,0.258783869,114.2065993,22.43143362
kml_630,0.065332682,114.2089006,22.42979909
kml_631,0.083238884,113.9365082,22.28861865
kml_632,0.052279992,113.9389484,22.28918691
kml_633,0.087875582,113.9468528,22.28882296
kml_634,0.102540641,113.9462646,22.28909584
kml_635,0.09707385,113.9450362,22.28896819
kml_636,0.190018981,113.9434245,22.28927665
kml_637,0.115872524,113.9328669,22.27814127
kml_638,0.071568317,113.934724,22.27892214
kml_640,0.008363665,114.2555038,22.30718753
kml_641,0.062886992,114.1901238,22.38450238
kml_642,0.003576396,114.2008418,22.38069466
kml_643,0.067408689,114.1998005,22.38697227
kml_644,0.216501432,114.1803002,22.37592916
kml_645,0.021741283,114.1856484,22.3734064
kml_646,0.308778068,114.2085432,22.38174188
kml_647,0.145775981,114.2074423,22.38598495
kml_648,0.061026456,114.2042763,22.38995469
kml_649,0.048858789,114.2032933,22.38948786
kml_650,0.011742933,114.2421342,22.42760926
kml_651,0.129655549,114.191809,22.37534283
kml_652,0.025147783,114.1985529,22.38820862
kml_653,0.24385331,114.2135083,22.40272394
kml_654,0.231287259,114.2104481,22.4063854
kml_655,0.023771232,114.2206344,22.40461507
kml_656,0.038507828,114.137718,22.49198013
kml_657,0.095995817,114.144784,22.49264509
kml_658,0.168872468,114.1267192,22.50813872
kml_659,0.131547955,114.1315665,22.49551761
kml_660,0.137768368,114.1648146,22.45474808
kml_661,0.004329353,114.1658308,22.45554305
kml_662,0.058093602,114.166162,22.45572015
kml_663,0.028574706,114.1664935,22.45593468
kml_664,0.02475469,114.1667854,22.45618184
kml_665,0.086674862,114.1679,22.45693229
kml_666,0.146663972,114.1691062,22.45703078
kml_667,0.033077716,114.1720038,22.45634944
kml_668,0.00897379,114.1715767,22.44422235
kml_669,0.086999206,114.171907,22.44881489
kml_670,0.044140893,114.1755504,22.45049556
kml_671,0.017390544,114.175294,22.45028628
kml_672,0.220229354,114.1855864,22.46213419
kml_673,0.037758128,114.2054654,22.46183195
kml_674,0.00352552,114.2053791,22.46178718
kml_675,0.335619235,114.2096348,22.46942019
kml_676,0.106653176,114.2129497,22.47316865
kml_677,0.097092488,114.2137671,22.47376493
kml_678,0.278319532,114.2319191,22.47279017
kml_679,0.136637367,114.2664539,22.30471386
kml_680,0.006387619,114.266287,22.3045061
kml_681,0.277023961,114.2448955,22.42980683
kml_682,0.200927918,114.2734447,22.29074952
kml_683,0.080610126,114.1740069,22.37692226
kml_684,0.197730017,114.1979396,22.38499557
kml_685,0.093315405,114.1255901,22.49920184
kml_686,0.024464419,114.1697945,22.44286476
kml_687,0.00329157,114.1719103,22.44923158
kml_688,0.002492919,114.1731513,22.44850027
kml_689,0.007833877,114.1731887,22.4484893
kml_690,0.001734347,113.936612,22.28900198
kml_691,0.003753844,113.9375607,22.28884683
kml_692,0.026653338,114.2584914,22.32541644
kml_693,0.008344743,114.2588121,22.31433745
kml_694,0.010169012,114.2640343,22.3129763
kml_695,0.020064658,114.2643177,22.3132399
kml_696,0.00442735,114.2619691,22.3185638
kml_697,0.004737805,114.262399,22.31831308
kml_698,0.174002825,114.1970777,22.39035091
kml_699,0.001643424,114.1994597,22.38661317
kml_700,0.002045052,114.1838424,22.37473439
kml_701,0.00062323,114.1844991,22.37502845
kml_702,0.001842926,114.1867933,22.37597063
kml_703,0.002000395,114.1960083,22.38302858
kml_704,0.001924447,114.1984499,22.3881139
kml_705,0.001905579,114.1986098,22.38828262
kml_706,0.002020613,114.2042112,22.39015029
kml_707,0.003909436,114.1924826,22.38182628
kml_708,0.002376041,114.1924683,22.38182538
kml_709,0.003966779,114.2096497,22.38393397
kml_710,0.002874912,114.2077978,22.38554453
kml_711,0.002349279,114.2126145,22.40344214
kml_712,0.003867623,114.2221736,22.41368232
kml_713,0.002331912,114.2209399,22.40487803
kml_714,0.001573219,114.2207229,22.40468496
kml_715,0.003459568,114.2293984,22.42368871
kml_716,0.00394852,114.197007,22.39313508
kml_717,0.004299393,114.1970116,22.39315378
kml_718,0.002169366,114.12939,22.50558226
kml_719,0.002239033,114.1274415,22.5075362
kml_720,0.001555899,114.1271057,22.49929879
kml_721,0.002694896,114.1270192,22.49890204
kml_722,0.003333239,114.1443237,22.49280739
kml_723,0.006134749,114.1664612,22.45559794
kml_724,0.002146343,114.1716166,22.44421482
kml_725,0.003883937,114.1719827,22.45644557
kml_726,0.056512784,114.2582784,22.32571466
kml_727,0.011942277,114.2585097,22.32556028
kml_729,0.01630732,114.2562187,22.32038368
kml_730,0.051621304,114.14265,22.48961356
kml_731,0.037953646,114.2612798,22.31676597
kml_732,0.088390866,113.9531723,22.29705966
kml_733,0.140945645,113.9520352,22.29675634
kml_734,0.013568402,114.1911393,22.37793248
kml_735,0.037619208,114.1871529,22.37285351
kml_736,0.040606259,114.1935164,22.38282691
kml_737,0.018860919,113.9521944,22.29501727
kml_738,0.021759542,114.2079158,22.3854548
kml_739,0.010665011,114.2045405,22.43106721
kml_740,0.006606591,114.2061945,22.43014476
kml_741,0.159228149,114.1297137,22.50004881
kml_742,0.024509434,114.1471855,22.48609572
kml_743,0.032351177,114.1469843,22.49711515
kml_744,0.120586772,114.1715238,22.4540166
kml_745,0.106729692,114.1701349,22.45393108
kml_746,0.010190752,114.1720005,22.45407721
kml_747,0.008776605,114.1942174,22.38050211
kml_748,0.040452426,114.1975148,22.39389432
kml_749,0.22565734,114.2103946,22.38048433
kml_750,0.044550747,114.2004691,22.39961706
kml_751,0.042540242,114.2096668,22.3964372
kml_752,0.074601565,114.213767,22.41540893
kml_753,0.100824696,114.2412856,22.42781102
kml_754,0.095340983,114.2388449,22.42596414
kml_755,0.065157943,114.2322938,22.42138176
kml_756,0.040184394,114.232125,22.41895098
kml_757,0.037894816,114.2294121,22.41842914
kml_758,0.065175013,114.1452792,22.4960901
kml_759,0.010267578,114.1456198,22.49579389
kml_760,0.044693733,114.1395439,22.49308301
kml_761,0.006878287,114.1393632,22.49292215
kml_762,0.007568801,114.1386546,22.49350516
kml_763,0.047546891,114.1334582,22.5010887
kml_764,0.115835209,114.1282792,22.50125144
kml_765,0.010470553,114.1287391,22.50084014
kml_766,0.063175852,114.1276292,22.50176495
kml_767,0.010383986,114.1237078,22.50331291
kml_768,0.017125967,114.1243038,22.5031519
kml_769,0.045776467,114.1261022,22.50228321
kml_770,0.038868113,114.1264478,22.50213667
kml_771,0.034663433,114.1464734,22.48835549
kml_772,0.07314727,114.1267287,22.49897058
kml_773,0.018345768,114.1262569,22.49905505
kml_775,0.134385421,114.2564894,22.30312583
kml_776,0.310591564,114.2546723,22.30306318
kml_777,0.095356734,114.2599985,22.30469455
kml_778,0.195124947,114.2625627,22.30562306
kml_779,0.114253237,114.2618038,22.31208425
kml_780,0.320216429,114.2602055,22.31384724
kml_781,0.034340246,114.2565641,22.30951676
kml_782,0.009598736,114.2567911,22.30961931
kml_783,0.032660603,114.2560226,22.30735696
kml_784,0.168142911,114.2545805,22.30690596
kml_785,0.230996711,114.2528142,22.30588705
kml_786,0.052467273,114.2533437,22.30499842
kml_787,0.129277351,114.2539671,22.3051239
kml_788,0.107866803,114.2686769,22.31931454
kml_789,0.038543524,114.2657278,22.31867773
kml_790,0.137493652,114.2649933,22.31893971
kml_791,0.00992446,114.2653433,22.31891011
kml_792,0.069383566,114.2586412,22.31701554
kml_793,0.051118898,114.2579819,22.31623677
kml_794,0.561707997,114.260129,22.31928524
kml_795,0.03549866,114.2597863,22.3195215
kml_796,0.084316122,114.2621301,22.31892083
kml_797,0.01227975,114.2573813,22.32456412
kml_798,0.049005641,114.2579729,22.3256023
kml_799,0.043550084,114.2580288,22.32599494
kml_800,0.328671693,114.2563543,22.32418812
kml_801,0.004490152,114.2515361,22.32591963
kml_802,0.00816916,114.1300796,22.50005072
kml_803,0.010900411,114.1242951,22.50064863
kml_804,0.104990387,114.1474701,22.48687939
kml_805,0.082845539,114.1470721,22.48650541
kml_806,0.30685901,114.1752648,22.44632006
kml_807,0.078066993,114.1774499,22.44947948
kml_808,0.07687717,114.1649662,22.43984241
kml_809,0.19317037,114.1492815,22.46348114
kml_810,0.009092955,114.1792343,22.37816811
kml_811,0.006705658,114.1804725,22.37486822
kml_812,0.022255875,114.1805488,22.37463793
kml_813,0.05474765,114.179298,22.37723168
kml_814,0.025156787,114.1799933,22.37686785
kml_815,0.020268627,114.1844359,22.37501424
kml_816,0.004552088,114.1854184,22.37861543
kml_817,0.085333595,114.1861284,22.3787709
kml_818,0.295386555,114.1908506,22.38603047
kml_819,0.023675177,114.1916239,22.38709945
kml_820,0.042793035,114.1955203,22.39645742
kml_821,0.014683858,114.1894349,22.37859716
kml_822,0.012360896,114.1893484,22.3785058
kml_823,0.018250471,114.1895404,22.37870841
kml_824,0.052427617,114.1898364,22.37900879
kml_825,0.011485132,114.1899882,22.37914476
kml_826,0.06470054,114.1902321,22.3794026
kml_827,0.008753124,114.1904669,22.379651
kml_828,0.003793912,114.1918659,22.38116798
kml_829,0.023909572,114.1951352,22.38454316
kml_830,0.045981008,114.1953812,22.38480124
kml_831,0.012500777,114.1984438,22.38889614
kml_832,0.15036661,114.1994428,22.38918405
kml_833,0.016252181,114.1998216,22.3895598
kml_834,0.092226596,114.2008801,22.39097593
kml_835,0.00640245,114.2006673,22.3906618
kml_836,0.025688506,114.201251,22.39137173
kml_837,0.010101378,114.2014645,22.39139078
kml_838,0.015338556,114.212856,22.42286542
kml_839,0.007912078,114.2127639,22.42282269
kml_840,0.005189135,114.1894998,22.37624989
kml_841,0.210966469,114.2056241,22.37964018
kml_842,0.035327634,114.2044534,22.37927255
kml_843,0.024432285,114.1896781,22.3764361
kml_844,0.062619248,114.189944,22.37673493
kml_845,0.013041155,114.1901957,22.37698256
kml_846,0.003486876,114.1910873,22.37794534
kml_847,0.007199982,114.1911049,22.37798885
kml_848,0.134210358,114.1931247,22.37996688
kml_849,0.013290826,114.1926005,22.37942823
kml_850,0.005544277,114.1935016,22.38040928
kml_851,0.006386205,114.1938243,22.38078989
kml_852,0.003827713,114.1938568,22.38082316
kml_853,0.007360391,114.1935152,22.38045688
kml_854,0.148649128,114.1944845,22.38141465
kml_855,0.01254571,114.1949178,22.38182666
kml_856,0.004513378,114.1959827,22.38302698
kml_857,0.013372802,114.1960495,22.38307844
kml_858,0.172399336,114.1967149,22.38370969
kml_859,0.014717039,114.197289,22.384292
kml_860,0.08270002,114.1991852,22.38628402
kml_861,0.004484113,114.1986074,22.38569839
kml_862,0.034917772,114.1987529,22.38581689
kml_863,0.015681296,114.1989252,22.38597313
kml_864,0.154664012,114.2004157,22.38754107
kml_865,0.016328918,114.2010109,22.38809208
kml_866,0.0400975,114.2024584,22.3892572
kml_867,0.01962302,114.2019017,22.38900078
kml_868,0.019597656,114.2020219,22.38906891
kml_869,0.012775238,114.2021886,22.38913769
kml_870,0.087461873,114.2039283,22.38929228
kml_871,0.055662483,114.200605,22.38662304
kml_872,0.12505136,114.2118413,22.40798085
kml_873,0.041693721,114.2124663,22.4087254
kml_874,0.01013431,114.2123007,22.40855005
kml_875,0.091858838,114.2138452,22.41304124
kml_876,0.007315234,114.2136784,22.41264702
kml_877,0.007318207,114.2140504,22.41347146
kml_878,0.056377134,114.2141762,22.41374633
kml_879,0.005293402,114.2142717,22.41399521
kml_880,0.134135515,114.2144259,22.41525026
kml_881,0.00809793,114.2145327,22.41474519
kml_882,0.00842232,114.2141036,22.41592856
kml_883,0.284096031,114.2145668,22.42457699
kml_884,0.019191825,114.2128138,22.42699774
kml_885,0.135030166,114.2133685,22.42651807
kml_886,0.021859711,114.2138626,22.42604272
kml_887,0.005901773,114.2135914,22.41554524
kml_888,0.013799707,114.2294837,22.41918228
kml_889,0.003464786,114.2323258,22.4217016
kml_890,0.508782279,114.2405317,22.43210136
kml_891,0.307756144,114.210949,22.38189859
kml_892,0.037233771,114.1040832,22.50350709
kml_893,0.451952409,114.1056068,22.50443219
kml_894,0.312368619,114.1087972,22.5067441
kml_895,0.210315696,114.1098414,22.50914399
kml_896,0.103465492,114.1104033,22.5102509
kml_897,0.03177946,114.1036197,22.50352216
kml_898,0.022468345,114.103322,22.50353417
kml_899,0.003578921,114.1034483,22.5035342
kml_900,0.032951519,114.1020292,22.50359659
kml_901,0.004142769,114.1018521,22.50359106
kml_902,0.025489407,114.1016769,22.50360418
kml_903,0.0324966,114.1003584,22.50371722
kml_904,0.01481766,114.0998912,22.50377716
kml_905,0.00481909,114.0997974,22.50379374
kml_906,0.026846415,114.099703,22.50379503
kml_907,0.040676826,114.099179,22.50380887
kml_908,0.082728336,114.0982659,22.50392342
kml_909,0.105901475,114.0972743,22.50396655
kml_910,0.068525819,114.0939543,22.50428117
kml_911,0.105202456,114.0930276,22.50452922
kml_912,0.020695523,114.0924017,22.50474609
kml_913,0.051854203,114.0950887,22.50422719
kml_914,0.064068189,114.0957404,22.50412555
kml_915,0.009750301,114.0954353,22.50418393
kml_916,0.004412021,114.0925151,22.50470445
kml_917,0.11447758,114.0916477,22.50492122
kml_918,0.167069825,114.0901847,22.50473053
kml_919,0.023409203,114.1184405,22.50611454
kml_920,0.137977327,114.1192224,22.50596932
kml_921,0.003498514,114.12003,22.50529943
kml_922,0.026961008,114.1201348,22.50520129
kml_923,0.837225783,114.149659,22.48671139
kml_924,0.030355852,114.1548773,22.48059922
kml_925,0.023394298,114.1537073,22.4836814
kml_926,0.460565544,114.1544373,22.48180651
kml_927,0.154924688,114.1552116,22.47926464
kml_928,1.150725165,114.1543604,22.47481446
kml_929,0.489934659,114.1515813,22.46646621
kml_930,0.094719514,114.1490455,22.46007323
kml_931,0.097297234,114.1499673,22.45950899
kml_932,0.183602367,114.1506253,22.45843456
kml_933,0.253232478,114.152057,22.4565094
kml_934,0.096343475,114.1532313,22.45534316
kml_935,0.320192348,114.1555222,22.45404802
kml_936,0.116412321,114.1561585,22.4529091
kml_937,0.427977635,114.1575927,22.4514267
kml_938,0.379318833,114.1685082,22.45662443
kml_939,0.035412064,114.1805165,22.45900331
kml_940,0.02248172,114.1809319,22.45900101
kml_941,0.010491668,114.1807716,22.45900098
kml_942,0.073154593,114.1800217,22.45902608
kml_943,0.086791096,114.0284292,22.44856738
kml_944,0.084581527,114.0288763,22.44914634
kml_945,0.422400626,113.9938636,22.45927116
kml_946,0.24821696,113.9970791,22.45835056
kml_947,0.951952779,114.0297681,22.45647003
kml_948,0.07513052,114.0052036,22.45775339
kml_949,0.072010234,114.023451,22.45793591
kml_950,0.063947863,113.9910674,22.4577805
kml_951,0.186626138,114.0230083,22.45894475
kml_952,0.076656012,114.0045384,22.45854967
kml_953,0.002759483,114.0040929,22.4585891
kml_954,0.028029069,114.0042061,22.45851845
kml_955,0.040439405,114.0039177,22.45875311
kml_956,0.131476096,113.9980208,22.45816085
kml_957,0.183333887,113.9947789,22.45850755
kml_958,0.02046024,114.0034145,22.45915848
kml_959,0.048292475,113.9975029,22.4591396
kml_960,0.002478383,114.04705,22.4593715
kml_961,0.176694913,113.9990477,22.45907178
kml_962,0.266514567,113.9945935,22.46045712
kml_963,0.035453719,114.003184,22.45943871
kml_964,0.136869476,114.0006972,22.45984959
kml_965,0.012483423,114.0017631,22.45956062
kml_966,0.040387221,114.0015965,22.45985522
kml_967,0.086245162,113.9968819,22.46025865
kml_968,0.007042067,114.0014604,22.46009947
kml_969,0.065829772,114.0028323,22.45999526
kml_970,0.025652795,113.9899195,22.46014507
kml_971,0.021150557,114.0250934,22.46063426
kml_972,0.105480953,113.9967196,22.46097004
kml_973,0.045170561,114.0016294,22.46079949
kml_974,0.069168449,114.0256438,22.46092009
kml_975,0.375668394,113.9975791,22.46159531
kml_976,0.011468184,113.9901213,22.46088522
kml_977,0.119734473,114.0266773,22.46138047
kml_978,0.054592803,114.0021005,22.46141961
kml_979,0.195962669,113.9957763,22.46172527
kml_980,0.048235588,114.0003467,22.46177249
kml_981,0.098509621,114.001027,22.46179184
kml_982,0.084089989,114.0016727,22.4614718
kml_983,0.012582556,114.0005657,22.46182486
kml_984,0.006966474,114.0080731,22.46192945
kml_985,0.003348111,114.0080608,22.46195797
kml_986,0.041944785,114.0078625,22.46199729
kml_987,0.101485345,114.0047013,22.46196342
kml_988,0.100440766,114.0030321,22.46197203
kml_989,0.038818787,114.0052959,22.4619786
kml_990,0.005458072,114.0051942,22.46200298
kml_991,0.038370351,114.0059933,22.46199192
kml_992,0.005434022,114.0061805,22.46202106
kml_993,0.022531694,114.0063335,22.46199956
kml_994,0.005086895,114.006389,22.4620272
kml_995,0.047823072,114.0064997,22.46200388
kml_996,0.005302779,114.0068597,22.46203283
kml_997,0.063240322,114.0070221,22.46201051
kml_998,0.005657174,114.0074749,22.46204609
kml_999,0.018899183,114.0075283,22.46202005
kml_1000,0.005107549,114.0076592,22.46204609
kml_1001,0.066228704,113.9973103,22.46225226
kml_1002,0.210289373,113.9965854,22.46240236
kml_1003,0.099872352,113.9948256,22.46237412
kml_1004,0.109899275,113.9950132,22.46230705
kml_1005,0.099658588,114.0041742,22.46309821
kml_1006,0.048777574,113.9974377,22.46306706
kml_1007,0.165073297,113.9976993,22.46425249
kml_1008,0.478097212,113.9956348,22.46455571
kml_1009,0.082985183,114.0032882,22.46416987
kml_1010,0.452045704,113.9944339,22.46409739
kml_1011,0.111792619,114.0016153,22.46388227
kml_1012,0.059557161,114.0016882,22.46437801
kml_1013,0.153740816,114.0046051,22.46483778
kml_1014,0.048892282,114.0017416,22.46425566
kml_1015,0.036825542,114.0024031,22.46447868
kml_1016,0.042432892,114.0019559,22.46463565
kml_1017,0.07388773,114.0016677,22.46473124
kml_1018,0.149812431,114.0026664,22.46545107
kml_1019,0.334095284,114.0077348,22.46388324
kml_1020,0.005055108,114.0069546,22.46511866
kml_1021,0.187453638,113.99817,22.46550121
kml_1022,0.060752693,114.0067826,22.46521266
kml_1023,0.131109083,114.0001081,22.46527071
kml_1024,0.137874905,114.0053589,22.46596408
kml_1025,0.290222092,113.9995319,22.46736383
kml_1026,0.056545725,113.996718,22.46651438
kml_1027,0.131582008,114.0044262,22.46700721
kml_1028,0.232276466,114.0032469,22.4675407
kml_1029,0.129775586,113.9954902,22.46658353
kml_1030,0.08741514,113.9960629,22.4667375
kml_1031,0.277371272,113.9961468,22.46786906
kml_1032,0.077620927,114.0008892,22.46759646
kml_1033,0.002381737,114.0005954,22.46781523
kml_1034,0.095916608,114.0002884,22.46800917
kml_1035,0.07005877,114.0037115,22.46768377
kml_1036,0.108391579,114.0031699,22.46869439
kml_1037,0.251008369,113.9971107,22.46770781
kml_1038,0.114063978,113.9976241,22.46884118
kml_1039,0.063981879,114.0026091,22.46897109
kml_1040,0.060752283,114.0003841,22.46917284
kml_1041,0.114446575,113.9969229,22.46961553
kml_1042,0.154227914,114.0003103,22.46972375
kml_1043,0.053115436,114.0029161,22.46948134
kml_1044,0.05820042,114.0024159,22.46958574
kml_1045,0.061365476,114.0007286,22.46955575
kml_1046,0.118394651,113.997819,22.46913892
kml_1047,0.234691936,113.9985946,22.47061166
kml_1048,0.189127671,114.0018844,22.47024192
kml_1049,0.113009861,114.0026061,22.47039429
kml_1050,0.112346162,113.9969367,22.4694513
kml_1051,0.092809278,113.997604,22.46979191
kml_1052,0.008750271,113.9972143,22.47006022
kml_1053,0.081592892,113.9974166,22.47057562
kml_1054,0.105756804,114.0014686,22.47074948
kml_1055,0.225366126,114.0009734,22.47189251
kml_1056,0.039436745,113.9992008,22.47150148
kml_1057,0.257489801,114.0011475,22.47206254
kml_1058,0.11282068,113.9997938,22.47199716
kml_1059,0.070806618,114.0066638,22.45233448
kml_1060,0.23890266,113.9994639,22.45324414
kml_1061,0.027151987,114.0015238,22.45225429
kml_1062,0.220752114,113.9981973,22.45271791
kml_1063,0.19940697,114.0280566,22.45285972
kml_1064,0.096896959,114.0022142,22.4525862
kml_1065,0.052855873,114.0063339,22.45293623
kml_1066,0.062140019,114.0012807,22.45251598
kml_1067,0.056178892,113.9947827,22.45245797
kml_1068,0.077076608,114.0032151,22.45311624
kml_1069,0.058977718,114.0010109,22.45293947
kml_1070,0.031143207,113.9964909,22.45334996
kml_1071,0.067570534,113.9962828,22.45320875
kml_1072,0.238424232,113.9972469,22.4528277
kml_1073,0.139820046,114.0046506,22.45381921
kml_1074,0.053124892,114.0037595,22.45366843
kml_1075,0.033055234,113.9941768,22.45389706
kml_1076,0.081407371,114.0489869,22.45438563
kml_1077,0.26558572,114.0010551,22.45484844
kml_1078,0.061863069,114.0059765,22.45358703
kml_1079,0.059103214,114.0033352,22.45427665
kml_1080,0.124811249,114.0006558,22.453543
kml_1081,0.158342351,113.9999108,22.45479376
kml_1082,0.209060598,114.0061982,22.45556004
kml_1083,0.071421025,114.0027404,22.45470606
kml_1084,0.051364098,113.9993323,22.4558411
kml_1085,0.163536492,113.9988105,22.4567623
kml_1086,0.306336455,113.9966564,22.45504924
kml_1087,0.133632037,113.9956319,22.45670392
kml_1088,0.3834083,113.9961012,22.45440932
kml_1089,0.109260514,114.0060154,22.45699978
kml_1090,0.039920978,114.0237985,22.45710412
kml_1091,0.026903694,113.9945086,22.45711823
kml_1092,0.024721244,113.9944237,22.457277
kml_1093,0.078291304,113.9948156,22.45734136
kml_1094,0.071340352,113.994126,22.45773561
kml_1096,0.030900815,113.9950836,22.45764629
kml_1097,0.018887178,113.995466,22.45759573
kml_1098,0.083410053,114.0304578,22.45118485
kml_1099,0.152129877,114.0065881,22.45045746
kml_1100,0.077649477,114.0225714,22.45051572
kml_1101,0.103287887,114.0018134,22.45140165
kml_1102,0.165483347,113.994722,22.45053526
kml_1103,0.116125921,114.0230955,22.45153569
kml_1104,0.135821153,114.0082335,22.45140146
kml_1105,0.122437128,114.0315417,22.45173725
kml_1106,0.551192774,114.049896,22.45038519
kml_1107,0.169642838,113.999013,22.45079384
kml_1108,0.153143594,114.0078838,22.45160207
kml_1109,0.222656581,113.9960469,22.45245979
kml_1110,0.0557379,114.0308751,22.45171982
kml_1111,0.381927751,113.9941074,22.4312982
kml_1112,0.012754717,113.9948283,22.43143548
kml_1113,0.021124062,113.995024,22.43158072
kml_1114,0.066794402,113.9954886,22.43190658
kml_1115,0.073893766,113.9961631,22.43237763
kml_1116,0.027155812,113.9966305,22.43270435
kml_1117,0.22682194,113.9975611,22.43381131
kml_1118,0.151038965,113.9978903,22.43356642
kml_1119,0.059260892,113.9964043,22.43332258
kml_1120,0.176359167,114.0656522,22.43412153
kml_1121,0.17724388,113.9959961,22.43432934
kml_1122,0.38892044,113.999521,22.43466842
kml_1123,0.320387711,113.9926472,22.43256718
kml_1124,0.017690006,113.9983487,22.4345431
kml_1125,0.154448865,113.9937143,22.43465449
kml_1126,0.074869919,113.9947122,22.43474217
kml_1127,0.034349766,113.9981128,22.43484039
kml_1128,0.027509427,113.9955151,22.43501665
kml_1129,0.429768651,113.9954857,22.43586663
kml_1130,0.151641945,113.9966157,22.43540003
kml_1131,0.055416789,113.9976552,22.43542877
kml_1132,0.147613355,114.0676165,22.43589499
kml_1133,0.10479721,113.9918952,22.43638323
kml_1134,0.344879182,114.0021227,22.43702459
kml_1135,0.050512825,114.000444,22.43613956
kml_1136,0.081640319,114.0292947,22.43646124
kml_1137,0.048259961,113.9971491,22.43605361
kml_1138,0.047035918,114.068162,22.43645673
kml_1139,0.039790341,114.0017786,22.43635827
kml_1140,0.042455164,114.000065,22.43657741
kml_1141,0.107035773,113.9966629,22.43686321
kml_1142,0.058046117,114.063716,22.43676672
kml_1143,0.070242301,113.9997414,22.43709111
kml_1144,0.169322714,114.0138507,22.43654676
kml_1145,0.012976523,114.0135056,22.43685276
kml_1146,0.009869699,114.0135532,22.43686059
kml_1147,0.009546578,114.0135033,22.43690829
kml_1148,0.22244053,114.0125918,22.43737448
kml_1149,0.265450679,114.0697012,22.43826259
kml_1150,0.057157102,114.0028483,22.43709977
kml_1151,0.058051989,113.9916717,22.43705999
kml_1152,0.023007932,114.029669,22.43731869
kml_1153,0.055672069,113.9963287,22.43773587
kml_1154,0.176923929,113.9993053,22.43833184
kml_1155,0.119941881,114.0107125,22.43781786
kml_1156,0.129933925,114.003689,22.43762406
kml_1157,0.06695795,113.9962069,22.43853743
kml_1158,0.064845539,114.0294836,22.43861424
kml_1159,0.092134483,114.004707,22.43825808
kml_1160,0.010852658,114.0138988,22.4384285
kml_1161,0.256469451,114.0132044,22.4383357
kml_1162,0.014290982,114.0139201,22.43848054
kml_1163,0.010856932,114.0139606,22.43843342
kml_1164,0.698122137,114.0158257,22.44093051
kml_1165,0.022731451,114.0052318,22.43858334
kml_1166,0.441150882,114.0067963,22.43997618
kml_1167,0.16523202,114.0059973,22.4390598
kml_1168,0.059377942,114.0295202,22.43929894
kml_1169,0.145137946,114.0704388,22.43973624
kml_1170,0.061061194,113.9990327,22.43990792
kml_1171,0.05166543,114.0072255,22.43981665
kml_1172,0.04282267,114.0580216,22.44008824
kml_1173,0.369899915,114.0595958,22.44067274
kml_1174,0.118881758,114.0571554,22.44013883
kml_1175,0.068174776,114.0562367,22.44037423
kml_1176,0.051735666,114.0556283,22.44062967
kml_1177,0.078622137,114.0549866,22.44094254
kml_1178,0.146791258,114.0700025,22.44059962
kml_1179,0.263547086,114.0093724,22.44156569
kml_1180,0.356996278,114.067396,22.44207619
kml_1181,0.008878131,114.0545281,22.44116738
kml_1182,0.116417526,114.009809,22.44138734
kml_1183,0.578944748,113.9994234,22.44358937
kml_1184,0.063613896,114.0541352,22.44136009
kml_1185,0.044489745,114.0535865,22.4416232
kml_1186,0.449181668,114.0627184,22.44219627
kml_1187,0.024225368,114.0531956,22.44181678
kml_1188,0.060331162,114.0108818,22.44199003
kml_1189,0.079641158,114.0526505,22.44208322
kml_1190,0.249753992,114.0517009,22.4425632
kml_1191,0.276153643,114.0128496,22.4428644
kml_1192,0.004055729,114.0138245,22.44318405
kml_1193,0.060574495,114.0139707,22.4432449
kml_1194,0.12095527,114.049506,22.44369761
kml_1195,0.125247466,114.0140697,22.44360415
kml_1196,0.022282711,114.0459492,22.4438477
kml_1197,0.092457289,114.0455528,22.4438644
kml_1198,0.160399599,114.046335,22.44386052
kml_1199,0.046424707,114.0149518,22.44380303
kml_1200,0.267510876,114.0329038,22.44452913
kml_1201,0.123021326,114.0386309,22.44415503
kml_1202,0.015786071,114.0488153,22.4440475
kml_1203,0.304016551,114.0401715,22.44413467
kml_1204,0.073889968,114.0424362,22.44416
kml_1205,0.167102771,114.0359719,22.44419851
kml_1206,0.1256088,114.0349316,22.44425777
kml_1207,0.131909701,114.0160049,22.4441355
kml_1208,0.015820081,114.0478406,22.4443125
kml_1209,0.022373229,114.0478991,22.44441202
kml_1210,0.219799152,114.0460246,22.44424219
kml_1211,0.039897096,114.0430384,22.44446952
kml_1212,0.195229389,114.0412585,22.44453053
kml_1213,0.022488559,114.0477833,22.44443437
kml_1214,0.165075433,114.039655,22.44452719
kml_1215,0.103734521,114.0367908,22.44457005
kml_1216,0.308948991,114.0341355,22.44475834
kml_1217,0.044683059,114.0164868,22.4444686
